id_reservation,reservation_sk,service_sk,event_sk,complaint_sk,beneficiary_sk,provider_sk,subcategory_sk,date_sk,localisation_sk,budget,rating,price,marketing_spend,new_beneficiaries,visitors,reservations
10036,1046,15577,4134,824,1905,14908,17952,48,42,19147,5,2933,9769,738,8578,300
10041,1051,15463,6104,2326,1359,15027,17954,67,41,5286,5,706,11095,1041,9394,300
10047,1057,17228,434,923,2783,15291,17953,97,13,28474,4,1789,14645,1297,17276,300
10052,1062,15467,4494,2336,3597,14840,17951,61,45,10421,4,3538,24071,1042,7697,300
10053,1063,15934,8612,1725,3296,14962,17952,73,29,64460,4,5608,33617,1522,13332,300
10059,1069,17457,8706,1902,3278,15372,17952,97,31,28423,4,5828,64139,1982,13376,300
10064,1074,17786,9647,2021,581,15372,17952,42,48,46308,5,6738,48466,1732,5542,300
10084,1094,17438,6450,1435,4842,15280,17953,60,35,22705,4,2798,37653,1456,10410,300
10086,1096,17371,6829,334,1799,14753,17954,96,7,6773,4,2989,6557,846,13077,300
10091,1101,16231,11182,1080,1545,15201,17953,91,4,35989,4,3572,32967,1425,12721,300
10103,1113,16997,7944,1025,3975,14962,17951,99,10,49350,5,4826,34261,1594,17605,300
10110,1120,17572,5493,722,1553,14928,17951,100,19,62821,5,8207,55595,1982,13209,300
10111,1121,17393,306,2111,4422,15140,17953,5,13,33922,5,1991,18495,832,902,117
10129,1139,17049,9673,968,3600,15278,17954,42,39,8495,5,1930,23450,1144,6880,300
10132,1142,16619,6666,677,2210,15136,17954,95,3,16742,5,1932,6423,727,14020,300
10141,1151,16139,10179,737,1788,14896,17954,100,10,10912,5,1688,12262,897,14382,300
10155,1165,16676,10347,2457,3314,15172,17951,88,12,41559,4,7144,45803,1683,12721,300
10156,1166,17559,8316,763,1586,14901,17953,98,44,12997,4,1743,27848,1263,13448,300
10158,1168,17252,6870,1285,1067,14801,17951,84,46,18374,4,3140,13892,894,13451,300
10164,1174,15706,5761,1839,531,14773,17953,77,11,14966,4,4501,23690,1129,12318,300
10169,1179,15792,8175,1277,3643,15358,17951,69,4,44931,4,7813,22607,1004,9700,300
10170,1180,17753,2099,1630,2998,15001,17954,16,17,14872,5,2550,12448,476,3341,269
10174,1184,15961,5296,1866,1857,15092,17951,84,26,27821,4,6385,23150,1209,12375,300
10175,1185,17363,10610,61,2660,14945,17953,92,30,24941,5,1452,9941,891,15132,300
10177,1187,17191,8880,1374,2492,14799,17951,100,14,22801,5,1194,24531,1386,17268,300
10185,1195,16311,10848,2272,886,15417,17954,78,6,7083,5,840,11844,1004,11233,300
10188,1198,17892,9481,205,979,14735,17951,95,23,43274,4,7956,43903,1661,12288,300
10192,1202,17048,5278,2089,1219,14945,17951,27,7,18022,5,2871,13786,900,3671,300
10198,1208,16415,10672,441,4887,14923,17953,100,8,26522,4,3044,35362,1489,16927,300
10200,1210,17757,2632,277,1348,15139,17952,57,34,45426,5,6745,29359,1406,8150,300
10202,1212,17821,8406,717,4084,15030,17951,91,39,36314,4,3414,42948,1648,16469,300
10207,1217,15765,4888,2028,185,15180,17953,97,41,36582,4,4080,17024,1312,17130,300
10211,1221,16900,1353,1778,1609,15296,17954,97,15,10455,5,2541,10248,1137,14275,300
10214,1224,17030,11098,656,163,15037,17951,71,28,52095,4,4581,49171,1726,13143,300
10236,1246,15557,5989,1090,4290,14957,17954,89,43,8214,5,2150,14531,1061,12117,300
10240,1250,16725,9467,2320,4960,14988,17954,75,31,16690,4,1316,11929,841,12659,300
10244,1254,17688,11635,815,2080,14938,17952,93,3,29693,5,6357,39513,1554,15253,300
10253,1263,15600,342,1133,2696,14957,17951,96,47,21151,4,2143,17204,1276,12573,300
10264,1274,17797,6929,976,1571,14686,17954,76,13,14589,4,1144,3895,575,11441,300
10265,1275,16977,94,1467,3499,14873,17952,67,9,39034,5,6441,37699,1459,10191,300
10273,1283,15857,1443,2216,866,15207,17951,93,17,8890,4,1311,6262,822,13907,300
10279,1289,17364,2775,1694,2649,14902,17954,92,36,16767,4,2019,13762,1144,14333,300
10280,1290,15516,1310,2122,2587,15372,17952,77,27,27337,5,4797,15368,936,12839,300
10281,1291,15728,11831,552,1092,14664,17953,98,42,23080,5,2322,22674,1313,12786,300
10288,1298,17210,1699,903,1494,15447,17954,99,36,19775,5,2353,21731,1182,17252,300
10290,1300,16647,92,1152,3152,15031,17952,23,17,29635,5,5993,31172,1021,3954,300
10293,1303,15640,6198,2124,2266,14907,17954,85,46,12687,5,2104,13009,1133,14649,300
10294,1304,16117,10423,1596,1381,14686,17952,39,42,32044,4,8312,48576,1463,6240,300
10299,1309,15709,11760,128,35,14705,17954,69,35,13285,5,2460,15500,1100,11556,300
10302,1312,17190,2781,2381,3984,15278,17952,92,25,61130,4,7531,29018,1242,15140,300
10303,1313,16375,5375,416,1621,14952,17953,93,39,25281,5,4931,16684,1234,13030,300
10307,1317,16724,3383,312,4157,14896,17952,47,14,21568,5,3569,18106,1136,6247,300
10309,1319,16504,11156,135,2603,15158,17954,75,9,17996,4,2742,15948,859,14363,300
10311,1321,17614,6532,2133,3188,15090,17951,96,2,35331,4,4112,62422,1982,16295,300
10314,1324,15659,9234,688,3571,14745,17952,97,3,35102,4,4825,50344,1982,14698,300
10317,1327,15779,8311,1091,4365,15375,17952,22,40,25038,5,1970,21920,847,3142,300
10323,1333,17245,10447,534,985,14945,17951,90,33,53407,4,5741,33475,1393,11998,300
10324,1334,17342,765,1579,3653,14662,17951,96,26,60800,5,7568,48791,1831,17176,300
10329,1339,16439,3269,1211,87,15037,17953,87,38,19849,4,2251,28546,1521,11448,300
10330,1340,16433,8201,565,1414,15130,17951,99,22,56431,5,6953,20674,1117,16443,300
10348,1358,17576,10928,2474,1045,14901,17954,92,26,6167,4,2204,3615,831,14285,300
10350,1360,15727,6272,783,2729,15130,17953,85,6,15715,4,4651,24522,1138,15278,300
10361,1371,16391,4630,1947,4362,15445,17953,99,16,33437,5,3918,21641,1244,16435,300
10362,1372,17639,7156,639,613,15296,17951,38,47,25729,4,2368,13890,705,4303,300
10376,1386,17401,8889,2061,3891,15372,17952,98,28,11332,4,1579,5192,1096,17497,300
10382,1392,15827,9315,1099,4199,15038,17954,97,36,17264,4,2842,3875,766,13415,300
10386,1396,17188,8502,1912,291,15413,17953,77,34,23693,4,2524,20062,1162,12485,300
10388,1398,17674,10521,28,4807,14753,17954,93,23,17093,4,779,15093,1088,14079,300
10389,1399,16072,9424,578,4778,15124,17951,77,7,45250,4,8050,43502,1815,13704,300
10392,1402,17071,11153,203,448,14923,17952,51,24,26907,4,4446,16666,942,6927,300
10394,1404,16714,5686,335,630,14685,17951,91,19,58069,4,7227,41411,1760,16106,300
10395,1405,17432,7294,337,2564,14957,17952,98,27,25653,5,2517,5257,797,15591,300
10410,1420,16123,7498,1266,2123,15413,17952,85,9,28690,4,7567,48363,1793,11512,300
10416,1426,17296,8882,1070,2100,15278,17951,90,46,24540,5,3615,23766,1348,13724,300
10435,1445,17276,7713,2273,3760,15342,17951,66,5,59476,4,8949,57192,1816,11609,300
10436,1446,16658,10813,2212,4158,14716,17952,32,30,8162,5,2191,10462,868,6832,300
10443,1453,17492,5123,1476,1616,15142,17954,96,27,5562,5,2013,8345,1026,15717,300
10447,1457,16359,8598,1404,304,14947,17954,90,24,11713,4,1232,9948,976,15438,300
10464,1474,16221,2237,2383,1879,14793,17953,80,37,25884,5,3610,24563,1215,13106,300
10467,1477,17845,2346,480,3668,14969,17954,91,46,12201,4,2187,4860,1003,12651,300
10469,1479,17693,7668,2172,2669,14938,17951,99,21,42344,5,6367,63774,1982,16523,300
10472,1482,16836,6980,1983,1467,14875,17951,46,39,25520,4,1158,5882,758,10085,300
10473,1483,17490,3400,1948,1139,15417,17952,83,12,60410,4,6656,36031,1589,11971,300
10477,1487,17526,1220,2051,1860,14840,17954,95,13,9870,4,2617,17154,1311,15345,300
10478,1488,15482,8104,2201,1778,15408,17951,88,17,27302,4,5977,18263,1050,13044,300
10484,1494,16679,10418,621,1128,15031,17953,79,41,31511,5,3547,37549,1529,11909,300
10486,1496,16521,835,2431,4922,15010,17954,94,12,17735,4,1548,5592,1013,13279,300
10492,1502,16842,423,667,3098,15280,17952,100,10,64155,5,6280,42629,1967,17827,300
10507,1517,17765,8851,759,33,15447,17954,35,20,17305,5,1904,10813,787,8197,300
10508,1518,15714,3848,1145,1141,15257,17953,15,18,23768,4,1906,27583,855,3351,300
10510,1520,17118,6994,222,1630,15092,17951,98,37,22515,5,3648,18756,1265,15850,300
10523,1533,17940,10974,1272,3016,14875,17953,88,11,12228,4,2384,24212,1324,13601,300
10526,1536,17436,2063,1603,123,15092,17951,84,44,39050,4,5861,34768,1530,11346,300
10550,1560,17934,5035,251,3233,14962,17951,91,19,57882,4,4265,20454,1318,14285,300
10553,1563,15763,7498,2361,2997,14875,17953,91,24,37295,5,2752,12410,1118,13117,300
10555,1565,15735,7556,176,1944,15015,17953,95,15,20283,5,3384,33198,1517,12605,300
10556,1566,16968,8926,470,2986,15346,17952,42,39,49378,5,5436,49399,1840,6180,300
10560,1570,16263,759,1836,311,14923,17954,99,18,17776,5,2687,14910,1208,14433,300
10563,1573,16512,9290,2404,177,15090,17954,42,29,11693,4,1841,5633,490,7429,300
10567,1577,16343,7694,1437,796,14988,17953,97,29,12661,5,4505,8364,1172,14217,300
10580,1590,15749,10740,1554,1367,15401,17953,97,44,15665,5,1535,37617,1592,14054,300
10584,1594,16142,2790,2131,3164,15288,17953,99,8,30628,5,4624,15037,1234,17512,300
10586,1596,15453,11566,2534,1630,15403,17952,96,18,50053,4,5132,28209,1252,15621,300
10590,1600,16173,3405,2265,3255,15026,17952,70,31,48619,5,3906,37993,1607,10542,300
10591,1601,15980,8680,1465,1209,15031,17951,92,13,42400,4,8028,19070,1225,13938,300
10596,1606,16107,9444,1519,1363,14875,17952,92,43,59348,5,5685,56644,1982,12883,300
10597,1607,16913,6114,2469,533,15031,17952,93,24,46032,4,7636,21917,1425,13270,300
10616,1626,17305,915,790,4754,14702,17952,98,29,31157,4,8873,39923,1685,16760,300
10618,1628,15571,8579,911,960,15197,17952,92,28,61472,4,7412,16637,998,14251,300
10622,1632,15776,9973,242,3903,15158,17951,100,16,63747,4,6211,37794,1869,15621,300
10625,1635,16004,8497,1113,4086,14966,17953,93,30,18720,5,2442,18410,1088,14112,300
10633,1643,15515,4439,1952,530,15249,17952,99,6,31133,4,4117,36290,1564,13379,300
10634,1644,15609,10245,167,274,14923,17954,100,44,11684,4,1923,11560,1078,15326,300
10640,1650,16899,1760,258,3923,15256,17951,100,18,37048,5,3212,52314,1982,16991,300
10643,1653,17508,3812,1654,1131,15037,17952,91,35,48303,4,8302,32742,1673,15732,300
10646,1656,16434,2864,1244,4282,14938,17954,97,32,15021,5,2142,10077,978,16235,300
10648,1658,17819,7192,818,849,15257,17954,71,16,8064,4,2908,16806,1039,9761,300
10654,1664,16171,1439,840,1108,14784,17954,97,17,11669,5,1656,12358,1244,15705,300
10657,1667,17343,9081,1840,4825,14970,17954,74,48,14525,5,1113,5265,814,11083,300
10658,1668,15470,10931,998,4017,15323,17952,94,6,40271,4,3234,54448,1916,13920,300
10664,1674,16368,8389,1074,857,15358,17952,81,39,58355,5,5152,40782,1757,13206,300
10667,1677,17276,11476,355,2191,14701,17953,62,33,19224,4,2427,34894,1342,10901,300
10673,1683,16371,7666,1044,3437,14785,17952,85,28,25021,4,3677,16378,1037,11089,300
10707,1717,17319,5003,34,1958,15027,17951,64,19,28513,4,6921,25587,1071,10171,300
10710,1720,16501,9867,1534,2610,15329,17951,72,29,41706,5,6679,28762,1307,9089,300
10711,1721,15522,4492,2053,3756,14863,17951,97,24,36159,5,7746,50784,1854,14089,300
10716,1726,17612,4414,875,30,15394,17953,98,37,13131,5,1710,33573,1490,12952,300
10725,1735,16471,9306,553,229,15142,17951,91,20,9020,5,1496,15417,1041,15950,300
10730,1740,17074,3624,2432,2145,15090,17952,83,35,16548,5,1822,19972,1129,14179,300
10741,1751,17073,4381,2478,4655,14686,17953,74,41,20059,5,4279,14064,811,9313,300
10744,1754,17614,8758,1645,4435,14835,17952,65,31,46291,5,7827,26726,1196,8950,300
10763,1773,15550,7162,700,2778,14899,17953,31,14,22970,4,3096,24012,1165,4980,300
10764,1774,15578,10302,2138,2386,14701,17954,80,43,5620,5,888,11840,1148,11403,300
10783,1793,17605,11331,94,3565,14785,17954,81,31,20745,5,1200,12124,1018,14712,300
10785,1795,16840,1985,2037,952,14801,17951,99,41,43262,5,3610,45059,1977,14350,300
10792,1802,16180,8735,1611,2074,15286,17954,91,22,9836,4,1984,24209,1266,12003,300
10799,1809,16557,8988,1485,4909,15257,17954,95,11,14454,5,2491,8247,1099,13795,300
10800,1810,15661,2678,211,487,14655,17952,100,17,43129,4,8974,50986,1961,17696,300
10805,1815,17025,10139,1246,448,14796,17952,93,41,50483,5,6201,59827,1982,14833,300
10808,1818,15820,5117,394,4717,14690,17952,99,21,29639,4,4994,51624,1982,16696,300
10810,1820,15483,7486,1838,4500,15108,17952,82,24,23501,4,2348,6757,691,10503,300
10823,1833,17278,10210,1058,4961,14923,17954,78,28,14804,4,2298,12168,1138,14679,300
10825,1835,15974,7513,1426,2448,15197,17953,59,12,32402,5,2898,9410,821,9269,300
10830,1840,16558,6304,834,3719,14902,17953,95,28,39865,4,3688,38109,1814,13584,300
10833,1843,15885,4932,931,243,14701,17953,45,6,13323,4,1720,16708,888,8288,300
10839,1849,16103,945,256,3315,15408,17951,88,25,26246,5,8665,19539,1059,14169,300
10845,1855,17560,3164,1273,1666,15432,17953,90,16,18502,5,3365,23806,1333,14734,300
10851,1861,16545,7239,344,1168,14967,17951,71,42,54615,5,7049,40978,1426,12562,300
10853,1863,16820,3111,1544,1501,14921,17953,87,27,20786,5,3129,35197,1552,12641,300
10855,1865,16877,4340,270,1088,15171,17953,99,9,31748,5,1553,28594,1337,13993,300
10870,1880,15835,1063,2145,819,14957,17951,100,32,27171,5,7653,25301,1255,13892,300
10877,1887,17749,1285,102,2766,15030,17953,96,26,38637,4,2862,8380,839,17277,300
10884,1894,16032,6499,1720,1717,14843,17954,100,45,25153,4,3811,12568,1174,16561,300
10890,1900,16453,2899,1177,2472,15027,17952,29,32,63071,5,7827,55158,1613,5394,300
10895,1905,15742,143,1010,2480,14671,17951,90,17,25023,5,6262,43293,1693,13116,300
10896,1906,16133,10715,520,1051,15127,17951,99,29,62088,5,4439,48042,1981,14238,300
10906,1916,17934,2289,1634,162,15241,17953,83,29,8131,4,2808,20851,1151,13577,300
10912,1922,16863,2472,2533,3842,14840,17954,96,7,10895,5,2696,6264,987,16818,300
10930,1940,17208,67,1205,3101,14735,17951,66,23,60017,5,8726,23677,1123,8763,300
10932,1942,16088,6121,756,2287,14701,17951,92,16,62116,4,3699,59653,1982,13710,300
10940,1950,17492,1867,1930,2430,14843,17952,77,43,32202,5,3526,56517,1982,14164,300
10944,1954,16345,7267,788,4237,15447,17951,89,11,42425,4,4900,56701,1982,14584,300
10946,1956,16034,2909,1433,2296,14966,17954,84,25,17154,5,622,9669,977,14972,300
10949,1959,16357,8036,164,1806,15001,17952,59,17,22793,5,1297,9775,835,7838,300
10956,1966,16029,10201,1940,1942,14657,17951,64,24,36219,5,6827,29362,1448,12624,300
10958,1968,17460,7435,15,1428,14723,17953,86,23,24320,4,1806,28609,1394,15158,300
10961,1971,15692,7820,891,4122,15171,17951,99,13,21126,4,3566,18184,1090,14677,300
10962,1972,15682,11945,863,2497,14899,17953,99,33,22372,4,4038,16582,1099,14140,300
10963,1973,16368,5282,733,2392,15149,17952,59,23,25298,5,5452,20684,1019,8541,300
10971,1981,16914,3822,388,3413,14863,17954,37,17,8369,4,2584,11798,739,4724,300
10972,1982,16905,11395,1849,4238,14716,17952,74,3,29268,4,2228,14644,1100,13867,300
6,400,16110,8340,1435,329,15160,17951,20220500,2,0,3,6625,20534,980,2202,26
10002,1012,16671,4835,2369,392,15160,17954,54,27,7880,2,2545,13374,786,10966,300
10005,1015,16501,7961,1680,4913,15094,17954,78,5,16161,2,530,16672,1093,11786,300
10012,1022,16199,384,2160,3586,14822,17953,82,45,15164,1,3323,10912,817,10800,300
10019,1029,15486,7590,306,84,14865,17951,76,24,55829,2,8161,30105,1554,12576,300
10022,1032,17233,2460,608,2469,15094,17951,42,40,48805,1,8234,36922,1347,8183,300
10024,1034,16836,10649,871,1958,15347,17953,80,46,37145,2,4213,33659,1317,10494,300
10026,1036,16997,4493,240,2464,15328,17953,82,40,23803,2,4684,8324,756,11632,300
10031,1041,16679,4008,570,1219,15221,17951,77,14,25875,3,8823,23132,1262,11866,300
10033,1043,16270,9931,1599,3432,14859,17952,92,34,45717,1,5271,19522,1251,13583,300
10039,1049,17694,10031,1698,3365,15267,17954,41,36,6422,3,1636,14014,684,9287,300
10042,1052,17022,7546,877,3888,14925,17951,85,21,60856,2,4019,29021,1199,11304,300
10044,1054,15839,1747,939,907,15385,17953,88,36,30620,2,1625,28840,1436,15821,300
10045,1055,15748,143,838,4850,15371,17951,61,44,35547,3,5221,33821,1300,9657,300
10048,1058,17408,11637,80,1736,15183,17954,83,31,6930,3,2200,15896,1186,12870,300
10050,1060,17423,3507,2072,2359,14736,17954,80,3,14647,3,910,5186,790,11492,300
10068,1078,17615,11156,1587,1848,15097,17951,66,36,56543,1,3431,41614,1683,11606,300
10085,1095,17916,5959,937,161,15168,17953,100,18,18423,1,1641,12101,1066,14694,300
10097,1107,16930,1526,291,1979,14721,17952,99,41,36354,2,8384,37928,1589,17249,300
10105,1115,15637,2295,413,1290,15308,17953,75,23,18638,2,1358,23042,1253,10625,300
10108,1118,17883,4044,801,1042,14717,17954,83,46,15682,3,1460,15165,903,12894,300
10116,1126,16692,6693,2372,4510,14687,17951,50,9,33449,2,6677,34372,1304,8495,300
10121,1131,16839,518,941,1284,15246,17953,79,2,28658,3,4791,15750,992,11347,300
10122,1132,17202,9062,229,769,15308,17953,60,40,16191,1,2890,25187,1277,8985,300
10124,1134,17753,9354,514,1676,15366,17954,100,48,28974,2,1746,21589,1214,16881,300
10130,1140,15944,11294,2000,3195,15100,17952,33,6,59770,1,7969,23496,1149,7847,300
10131,1141,17281,1226,2392,1583,15073,17953,94,45,37725,3,2146,24366,1344,16425,300
10136,1146,17025,5197,428,4559,14898,17954,94,9,7108,1,958,11836,938,15998,300
10138,1148,17165,6505,124,514,15150,17953,47,12,16150,2,2930,12584,677,6256,300
10143,1153,16168,5941,1290,2812,15283,17952,18,28,23788,2,3782,6837,690,1394,124
10147,1157,16941,3564,119,1690,14767,17954,91,9,9567,3,801,15151,1304,13995,300
10149,1159,17023,2367,252,2676,14689,17954,92,4,13994,3,1174,9714,1027,16636,300
10159,1169,17849,11376,1118,3619,14996,17952,52,28,53857,3,6747,46885,1518,9979,300
10161,1171,17335,10418,1799,3131,15072,17952,91,12,8333,3,1793,8423,1143,13081,300
10168,1178,16755,7032,657,1937,15427,17952,94,39,61763,1,3489,54937,1876,13716,300
10171,1181,16720,9113,807,4461,14916,17953,80,37,29167,1,2406,13628,1120,13845,300
10184,1194,17033,11555,1904,3150,14881,17953,83,21,15737,3,4543,34352,1366,11761,300
10186,1196,17365,2718,2034,4045,15387,17953,99,44,30078,1,1898,13304,938,13657,300
10187,1197,17852,7798,2242,4575,14675,17953,43,37,22026,1,4641,21569,1048,7062,300
10189,1199,17157,9337,1768,4653,14819,17953,84,23,38725,2,4353,15647,940,14697,300
10193,1203,17796,10142,1393,1611,15036,17953,54,45,16668,2,4820,22740,921,8410,300
10194,1204,16719,10541,2266,1144,14769,17953,80,12,38085,1,4131,21281,996,10742,300
10195,1205,15578,7513,1048,2064,14963,17953,69,37,22093,2,4048,32613,1304,11566,300
10196,1206,15624,508,646,3929,15391,17951,95,12,32041,3,3816,24514,1413,15346,300
10199,1209,16153,4867,1766,1805,15014,17952,100,28,44700,1,5639,21859,1394,17741,300
10203,1213,16790,6705,104,1311,15273,17953,92,6,27993,3,3441,33550,1420,12224,300
10205,1215,17798,10036,1260,2648,15213,17951,81,7,14681,2,2421,22034,1091,13371,300
10208,1218,16542,3782,662,998,15361,17953,100,7,33532,3,4167,33411,1429,13119,300
10209,1219,16843,3286,1487,2800,15295,17952,90,4,31184,2,8141,16739,1159,15129,300
10216,1226,15508,2078,499,3543,14740,17953,83,6,23113,2,3922,37209,1728,13190,300
10220,1230,17240,5348,740,472,14687,17952,62,30,8617,3,3542,20452,920,7833,300
10222,1232,17932,5231,391,934,14720,17951,90,5,42448,3,4438,38822,1815,13144,300
10226,1236,17803,8589,1120,752,15041,17952,46,3,49957,3,3995,41342,1467,8440,300
10229,1239,15752,4335,1301,57,15409,17953,77,4,15449,1,3858,16860,900,12271,300
10232,1242,17090,10687,870,1014,14760,17953,88,14,34542,1,3324,24811,1249,11579,300
10239,1249,15653,302,653,505,15170,17954,67,29,8881,2,1193,4946,699,8437,300
10245,1255,15832,9533,1548,4490,15436,17954,98,46,14789,2,2069,17397,1184,17697,300
10255,1265,17460,8667,1843,4477,15018,17951,42,23,24310,2,2479,10337,599,6498,300
10256,1266,17902,9672,457,3697,14955,17953,50,20,19440,2,2053,34402,1176,10701,300
10257,1267,17598,2849,1657,3341,15076,17952,65,9,26290,2,3468,23225,1025,10755,300
10258,1268,17003,1784,1631,3095,14980,17951,45,9,29090,1,8481,16271,743,7116,300
10259,1269,17162,1491,1154,4324,14782,17951,99,40,29586,3,8175,62220,1982,13749,300
10268,1278,16208,6457,1915,104,14782,17951,98,37,37476,3,7202,53873,1982,14467,300
10272,1282,17434,5264,1919,4909,14670,17951,84,34,62357,1,5775,43695,1733,15017,300
10275,1285,17533,1589,2341,953,14717,17953,73,32,12150,2,2782,10419,1004,11119,300
10283,1293,17285,7438,1167,3771,15390,17953,94,16,27716,3,3508,32539,1680,12751,300
10286,1296,17461,8784,382,3433,15168,17953,96,12,11378,1,2822,24503,1531,15872,300
10287,1297,16269,1547,2506,589,15390,17954,70,23,11970,2,2571,12598,794,9794,300
10292,1302,16771,7687,1014,2903,14996,17951,90,44,10376,1,2582,12781,1190,15038,300
10296,1306,16199,9286,753,2293,15273,17954,91,32,5807,3,1224,14361,1242,14441,300
10298,1308,16054,1936,1495,4744,15226,17951,40,28,16936,1,2326,8111,801,7175,300
10300,1310,17683,4343,1537,2524,15397,17953,42,3,19087,2,2548,18228,979,5402,300
10304,1314,17915,11396,1735,262,15151,17952,96,10,43823,1,3681,43924,1752,14562,300
10308,1318,17076,1709,1042,4764,15151,17954,85,13,28902,1,2172,24047,1347,12922,300
10315,1325,17413,1311,789,1530,15299,17953,56,16,22217,3,1782,33010,1259,8546,300
10316,1326,16367,11427,1935,3575,15361,17953,96,17,15042,3,2225,8216,832,16468,300
10322,1332,16477,2291,1098,1725,15028,17951,31,22,47354,2,4594,47700,1403,3947,300
10338,1348,16909,7235,2464,2100,15271,17953,75,15,27359,3,1152,23049,1257,11106,300
10352,1362,15610,10785,535,3148,15076,17951,44,3,60628,2,8869,52298,1805,6844,300
10353,1363,17755,4063,952,2257,15261,17953,91,38,35779,3,2803,13129,963,16474,300
10360,1370,17175,6199,138,2268,15056,17954,97,26,9071,3,1367,14936,1073,17474,300
10366,1376,17265,2959,1424,1739,14922,17952,89,39,16718,2,1250,17662,1248,13466,300
10373,1383,17028,10975,1569,2302,15079,17953,94,10,26778,1,2076,7290,754,14722,300
10385,1395,16638,1236,1801,3664,14834,17953,45,40,22982,3,1176,23604,1119,6533,300
10390,1400,16450,2263,472,2020,14769,17953,68,34,29393,2,3500,39951,1502,10901,300
10391,1401,17212,116,1733,1155,14739,17953,72,44,25271,2,3603,18246,1020,11413,300
10397,1407,17899,8151,1895,3981,14949,17952,84,7,44048,2,5282,29460,1577,13368,300
10400,1410,17742,6854,953,2635,15271,17952,86,31,9101,3,3209,7959,1034,15890,300
10406,1416,17716,5150,2425,774,14693,17953,91,42,36728,2,2508,38307,1657,12769,300
10411,1421,17252,5275,1286,4710,14775,17951,66,15,26227,3,2538,11333,820,9750,300
10414,1424,17524,7765,161,1658,14955,17953,96,25,16556,3,4165,26894,1488,16329,300
10421,1431,17841,5681,2520,1430,14876,17953,53,42,8533,3,2195,16248,1096,6931,300
10422,1432,17511,7466,63,1548,14678,17951,40,10,56328,2,4614,62923,1897,8956,300
10429,1439,17667,4942,206,3683,14876,17952,85,11,37153,2,4940,35624,1391,11086,300
10432,1442,15837,7028,1980,4574,15437,17954,100,3,17523,3,2438,4730,939,17328,300
10434,1444,17056,3372,1612,4231,15410,17951,83,37,26061,3,2808,7708,1076,14964,300
10441,1451,17530,20,55,862,15322,17953,72,17,37811,3,1866,23674,1211,11290,300
10446,1456,17231,9004,512,1251,15289,17952,95,43,46035,3,8174,54946,1982,12345,300
10448,1458,16425,8215,1845,854,15293,17953,85,22,22179,2,1829,31009,1352,14166,300
10449,1459,16966,482,1342,2226,14963,17953,94,28,31808,3,4594,29096,1624,14148,300
10451,1461,17034,7693,1695,4465,15410,17954,93,20,17458,3,1769,4725,916,13957,300
10452,1462,15487,7403,1811,3466,15216,17953,64,11,31914,2,2218,28557,1458,10948,300
10453,1463,17746,6796,830,1744,15151,17954,39,10,9092,2,1542,9815,732,6064,300
10456,1466,17743,9816,2083,656,15055,17953,99,12,32774,1,4608,12491,1166,13430,300
10459,1469,17744,5929,1624,2173,14699,17953,58,39,25168,2,2374,18090,822,10713,300
10461,1471,16508,4085,1855,3819,14676,17953,90,28,28734,2,2981,16150,1011,14656,300
10465,1475,17631,1102,311,1087,15079,17952,45,42,30347,2,5525,26988,993,7593,300
10474,1484,16575,6203,1124,2528,14944,17951,83,12,61330,1,8505,46784,1918,13959,300
10476,1486,16511,9686,2247,2123,14699,17951,74,12,12711,1,3457,6891,1027,10453,300
10483,1493,15818,11131,671,1567,15198,17952,93,22,20541,1,2780,24955,1317,14072,300
10491,1501,17545,8369,1369,1113,15398,17953,88,3,32617,3,4984,37140,1481,15772,300
10493,1503,17607,2616,940,2956,15088,17951,89,14,31428,1,4739,28513,1390,13958,300
10497,1507,17634,5298,636,4539,14960,17953,71,42,28174,3,2430,33812,1269,11917,300
10500,1510,17824,7445,1878,3067,15293,17952,100,39,28515,3,6203,47082,1973,13281,300
10511,1521,16949,1453,738,263,15289,17953,69,4,14649,1,4382,25533,1263,9210,300
10514,1524,17486,10423,27,1505,14717,17953,61,8,23258,3,3681,22919,1056,7746,300
10516,1526,17521,10938,1662,1864,14985,17954,94,20,25718,2,1285,14666,1042,15232,300
10521,1531,16029,262,888,2091,15013,17952,74,40,35929,3,6962,61241,1952,13744,300
10525,1535,16214,218,498,1750,15410,17953,71,42,15304,1,4625,39587,1497,12512,300
10528,1538,15760,5722,1386,364,15438,17952,68,30,41400,2,8285,63865,1982,9192,300
10530,1540,17420,80,2450,3757,15079,17953,99,18,16999,3,4582,14429,1319,17373,300
10531,1541,16099,1351,1564,1540,14782,17954,66,35,7648,3,1773,17351,904,10213,300
10535,1545,16759,3834,2321,1117,14707,17953,51,24,25453,3,2208,23388,898,9081,300
10539,1549,15491,5416,1852,2841,14995,17952,20,18,57629,2,5906,24780,803,3014,300
10551,1561,17454,7696,942,3176,15383,17954,37,26,6129,1,2885,14787,907,4703,300
10564,1574,16079,11638,956,456,15293,17951,80,45,59941,1,5900,55757,1982,13205,300
10569,1579,15727,8456,474,3523,15390,17952,96,38,29050,2,3678,52251,1982,13355,300
10570,1580,16007,8305,965,4045,15411,17951,41,40,32153,1,6040,54047,1571,5931,300
10581,1591,17704,2543,1082,639,15410,17951,53,13,12345,3,1442,5198,684,6538,300
10585,1595,15981,9964,2013,1089,14897,17951,48,4,9073,1,3943,21852,1151,8349,300
10588,1598,16961,4722,1822,4248,15183,17952,62,26,63850,2,8418,27014,1406,10596,300
